"name","addr:district","longitude","latitude"
"Government Hospital Dungarpur, Dhatana","Dungarpur","73.962119","23.9312167"
"Government Hospital, Nogama","Banswara","74.263381","23.447869999999995"
"Governmet Hospital Shergarh","Banswara","74.169114","23.340908999999996"
"Government Hospital, Asnawar","Jhalawar","76.340239","24.4752"
"Government Savitri Bai Hospital","Pratapgarh","74.7400732","24.12715169999999"
"Government Hospital, Gamri Ahara","Dungarpur","73.6219964","23.773294400000005"
"Government Hospital Donda","Jhalawar","76.1510873","24.46117539999999"
"Government Hospital, Bhawani Mandi","Jhalawar","75.827453","24.416024999999998"
"District Hospital Pratapgarh","Pratapgarh","74.781686","24.023911000000002"
"Government Hospital, Pachpahar","Jhalawar","75.806174","24.395390999999993"
"Government Hospital Dugela Talab","Dungarpur","73.7495577","23.693749299999997"
"Government Hospital, Bhiluda","Dungarpur","74.078465","23.627034"
"Jhadol Government Hospital","Udaipur","73.8858135","24.223847999999997"
"Government Hospital, Bhinder","Udaipur","74.188102","24.505282"
"Government Hospital, Ghalkiya","Banswara","74.3540478","23.5890238"
"Government Hospital,Hemara","Jhalawar","75.9909067","24.258632700000003"
"Government Hospital, Chhinch","Banswara","74.307648","23.465778"
"Government Hospital, Bikarani","Udaipur","73.182486","24.535674"
"Government Hospital Talwas","Bundi","76.0448133","25.621439399999993"
"Government Hospital, Nagola","Ajmer","74.8742378","26.006676999999996"
"Government Hospital, Bamangaon","Bundi","75.9567029","25.791193"
"Government Hospital Sarsiya","Bhilwara","75.308953","25.592671999999993"
"Government Hospital, Chitamba","Bhilwara","74.1495142","25.5787416"
"Government Hospital, Barmer","Barmer","71.396166","25.75038"
"Government Hospital, Alod","Bundi","75.589456","25.545793"
"Government Hospital, Gardiya","Barmer","70.651989","25.746053000000003"
"Government Hospital, Behrawanda Khurd","Sawai Madhopur","76.505971","25.901405999999994"
"Government Hospital, Indergarh","Bundi","76.193515","25.731657000000002"
"Government Hospital, Paroli","Bhilwara","75.090181","25.521276999999998"
"Government Hospital, Karwar","Bundi","76.1196418","25.721276199999995"
"Government Hospital Siyat","Pali","73.7361903","25.8833566"
"Government Hospital, Khati Khera","Bundi","75.532666","25.500443"
"Government Hospital, Agucha","Bhilwara","74.72705","25.824931999999993"
"Government Hospital, Majal","Barmer","72.7053277","25.811871099999998"
"Government Hospital, Chenda","Pali","72.942581","25.789898"
"Government Hospital, Hindoli","Bundi","75.5018658","25.577514799999996"
"Government Hospital Ramgarh","Ajmer","74.452934","25.963084"
"Government Hospital, Arnia","Tonk","75.2708446","25.929131399999992"
"Government Hospital, Khrera","Tonk","74.22772300000001","25.513635999999998"
"Government Hospital Bagri Nagar","Dausa","73.8006723","25.8974759"
"Government Hospital, Amarwasi","Bhilwara","75.352558","25.718959999999996"
"Government Hospital, Antali","Bhilwara","74.4762021","25.877763099999996"
"Government Hospital, Girab","Barmer","70.670698","26.019470999999996"
"Government Hospital, Bhawrani","Jalor","72.659698","25.564449999999994"
"Government Hospital, Khamor","Bhilwara","74.79545","25.7531297"
"Government Hospital, Dhinawas","Pali","73.5982329","25.917190499999993"
"Government Hospital, Oadwada","Jalor","72.59269","25.509669999999993"
"Governmet Hospital Siriyari","Pali","73.807781","25.671652"
"Government Hospital, Chauth Ka Barwara","Sawai Madhopur","76.151231","26.049751999999998"
"Government Hospital, Hariyamali","Pali","73.8536203","25.8271349"
"Daulatgarh Government Hospital","Bhilwara","74.333813","25.6444396"
"Government Hospital, Badakhera","Ajmer","76.2481416","25.617388699999992"
"Government Hospital, Kekri","Ajmer","75.1474257","25.974761699999995"
"Governmet Hospital Sihani","Barmer","71.074793","25.774432"
"Satellite Hospital, Bishniya","Bhilwara","75.035251","25.573436999999995"
"Government Hospital, Badli","Ajmer","74.71582","25.940471000000002"
"Postmortem ward of sk hospital",NULL,"75.1501851","27.613323599999998"
"Government Hospital, Itawa","Kota","76.382558","25.539491999999996"
"Goverment Referral Hospital, Dooni","Tonk","75.599121","25.873095"
"Government Hospital Thob","Barmer","72.3861481","26.054811"
"Government Hospital, Anwa","Tonk","75.601144","25.801422000000002"
"Government Hospital Housing Board Colony Pali","Pali","73.3031304","25.7961248"
"Government Bangur Hopital Pali","Pali","73.331739","25.776729999999997"
"Government Hospital Ramaniya","Barmer","72.50673","25.567949000000002"
"Government Hospital, Asada","Barmer","72.217083","25.753869"
"Government Hospital Bijainagar","Ajmer","74.644297","25.928635999999997"
"District Hospital Barmer","Barmer","71.39429890000001","25.7516651"
"Vayad Hospital","Pali","72.9814648","25.741025899999997"
"Government Hospital, Badnaur","Bhilwara","74.281622","25.839532"
"Government Hospital, Jalore","Jalor","72.7598699","25.676082200000003"
"Government Hospital, Bhinay","Ajmer","74.770729","26.054660999999996"
"Government Hospital, Barar","Rajsamand","74.0134825","25.6564828"
"Government Hospital Peepaliya","Pali","73.931648","26.024844000000005"
"Government Hospital, Bansi","Bundi","75.8320813","25.645500899999995"
"Government Hospital, 5 Dol","Ganganagar","72.8363792","28.8159982"
"PHC, Ladusar","Jhunjhunun","75.2998205","28.2318315"
"Government Hospital, Changoi","Churu","75.114529","28.716198999999996"
"Government Hospital, Momasar","Bikaner","74.2842286","28.209595399999994"
"Government Hospital, Hakamabad","Ganganagar","74.0733673","29.9402848"
"Goverment Hospital,Gandhi Bari","Hanumangarh","75.194917","29.208259"
"Government Hospital Tamkor","Jhunjhunun","75.2524717","28.4442013"
"Gawardi Government Hospital","Nagaur","74.153443","26.645522000000003"
"Government Hospital Rajasar Bhatiyan","Bikaner","73.347803","28.492028"
"Government Hospital Thukrana","Ganganagar","74.044225","29.144269000000005"
"Government Hospital, Khotawali","Hanumangarh","73.910733","29.628034000000003"
"Ratna Nursing Home","Kota","75.8522254","25.193348500000003"
"Government Hospital, Alsisar","Jhunjhunun","75.2837","28.301887999999995"
"Sub Tb Clinic, Db Hospital, Churu","Churu","74.9580177","28.290086499999997"
"Government Hospital, Mahajan","Bikaner","73.8468217","28.784742800000004"
"Government Hospital, Kishanpuradhiknada","Hanumangarh","74.3135757","29.470351299999994"
"Government Hospital, Barjangsar","Churu","74.450241","28.763954"
"Government Hospital, Dhanur","Ganganagar","73.514098","29.956646200000005"
"Government Hospital Sardargarh","Ganganagar","73.7477816","29.373885000000005"
"Government Hospital, Koni","Ganganagar","73.814845","30.021143999999996"
"Government Hospital Rampura Beri","Churu","75.6392649","28.520609099999994"
"Government Hospital, Nukera","Hanumangarh","74.3689908","29.886724399999995"
"Mahaveer Prasad Joshi Aushadalya",NULL,"75.3871225","28.6389214"
"Governmet Hospital Somasi","Churu","74.8896184","28.409470499999998"
"Government Hospital, Bhaisawata Kalan","Jhunjhunun","75.759656","28.142004000000004"
"Government Hospital, Birkali","Hanumangarh","74.591957","29.14237599999999"
"Government Hospital, Patroda","Ganganagar","73.139785","29.095441000000005"
"Government Hospital Rattewala","Ganganagar","73.733756","29.759365999999993"
"Government Hospital, Pakkasaran","Hanumangarh","74.1587662","29.6795136"
"Government Hospital, Pallu","Hanumangarh","74.2141317","28.937691999999995"
"Government Hospital, Makkasar","Hanumangarh","74.25058250000001","29.60117"
"Government Hospital, Likhmisar","Hanumangarh","73.9986908","29.523390499999994"
"Government Hospital, Kelania","Hanumangarh","74.299571","28.83415300000001"
"Government Hospital, Bajla","Jhunjhunun","75.371602","28.263563000000005"
"Shri Ramgopal Jatia Rajkiya Hospital","Jhunjhunun","75.064049","28.243689"
"Government Hospital, Boghera","Churu","74.606764","28.714056000000003"
"Government Hospital, Bakhtawarpura","Jhunjhunun","75.553318","28.209462999999996"
"Government Hospital, Kesarisinghpur","Ganganagar","73.6198867","29.950008100000005"
"Governmet Hospital Sheikhsar","Bikaner","73.9744808","28.604703299999997"
"Government Hospital Sriganganagar","Ganganagar","73.874544","29.904102999999992"
"Government Hospital, Gandheli","Hanumangarh","74.54588","29.194531"
"Governmet Hospital Chandgothi","Churu","75.5074476","28.423174099999994"
"Government Hospital, Chakheerasinghwala","Hanumangarh","74.3535962","29.860263900000003"
"Kalu Government Hospital","Bikaner","73.8877349","28.376276399999995"
"Governmet Hospital Srikaranpur","Ganganagar","73.4531979","29.844163399999992"
"Government Hospital, Gajsinghpur","Ganganagar","73.442847","29.660031999999998"
"Government Hospital, Ramdevra","Churu","74.793342","28.303543"
"Government Hospital Tibbi","Hanumangarh","74.5012122","29.5527283"
"Government Civil Hospital Sameja Kothi","Ganganagar","73.278852","29.420538999999994"
"Government Hospital, Hindumalkot","Ganganagar","73.9123346","30.144758500000002"
"Government Hospital, Chak Maharajka","Ganganagar","73.959773","29.946065000000008"
"Government Hospital Topriya","Hanumangarh","74.609251","29.283028999999996"
"Government Hospital, Gogasar","Churu","74.589119","28.198525999999998"
"Government Hospital, Sardar Shahar","Churu","74.497775","28.436534000000005"
"Government Hospital, Kishanpur Utrada","Hanumangarh","74.291996","29.891278"
"Government Hospital, Islampur","Jhunjhunun","75.53377100000002","28.149100999999995"
"Government Hospital, Nahrawali","Ganganagar","73.282134","29.062286000000004"
"Government Hospital Utradabas","Hanumangarh","75.2487441","29.01650420000001"
"Government Hospital, Ghanau","Churu","75.278855","28.772063999999997"
"Government Hospital, Nourangdesar","Hanumangarh","74.3679448","29.390365800000005"
"Government Hospital, Kidwana","Jhunjhunun","75.7315167","28.209791800000005"
"Govt Hospital Mirzawala","Ganganagar","73.740702","29.968050000000005"
"Government Hospital, Jasana","Hanumangarh","74.810285","29.279855000000005"
"Government Hospital, Ardawata","Jhunjhunun","75.6319593","28.188189199999997"
"Government Hospital, Peethisar","Churu","74.813482","28.386850000000003"
"Government Hospital, Manjhuwas","Ganganagar","73.856744","29.685097999999993"
"Government Hospital, Anupshahar","Hanumangarh","75.209687","28.957934999999996"
"Government Hospital, Nahar","Jhunjhunun","75.602005","28.293828"
"Government Hospital, Novi","Pali","72.945716","25.230378999999996"
"Government Hospital, Manadar","Sirohi","72.8268158","25.180992899999993"
"Kapren Government Hospital","Bundi","76.073987","25.407424"
"Government Hospital Kaithoon","Kota","75.9774283","25.122355499999998"
"Government Hospital Tadawada","Rajsamand","73.7901746","25.319280400000004"
"Government Hospital, Beesalpur","Pali","73.1725349","25.114073899999998"
"Military Hospital","Kota","75.8600602","25.1907082"
"Government Hospital, Hamirgarh","Bhilwara","74.6348978","25.185513399999998"
"Government Hospital, Kelnor","Barmer","70.7327853","25.348715599999995"
"Government Hospital, Baran","Baran","76.50276500000001","25.104121999999997"
"District Hospital Jalore","Jalor","72.624222","25.343876"
"Government Hospital, Kasbathana","Baran","77.3501192","25.219554399999996"
"Government Hospital, Kundwa","Rajsamand","74.008958","25.454506999999996"
"Government Hospital, Bagor","Alwar","74.3823597","25.356583499999992"
"Government Hospital, Mahendragarh","Bhilwara","74.3650158","25.264540699999998"
"Government Hospital, Luhawad","Kota","76.4775363","25.474220499999998"
"Government Hospital, Lunawa","Pali","73.318329","25.134598000000004"
"Government Hospital Takhatgarh","Pali","73.0007528","25.321930700000003"
"Government Hospital, Bamuliya Kalan","Baran","76.344479","25.133296"
"Government Hospital, Anta","Baran","76.2950314","25.157697000000002"
"Government Hospital, Nagar","Barmer","71.740677","25.252716"
"Government Hospital, Bagol","Pali","73.6479995","25.380858800000002"
"Government Hospital, Falna","Pali","73.2476906","25.2291721"
"Government Hospital Sanderao","Pali","73.179669","25.302758000000004"
"Government Hospital Raithal","Bundi","75.8241041","25.430072399999997"
"Government Hospital, Amli","Bhilwara","74.31582","25.2928763"
"Governmet Hospital Sirana","Jalor","72.056787","25.420679000000003"
"health clinic",NULL,"72.4429586","24.7321676"
"Government Hospital, Bali","Pali","73.2912811","25.1940571"
"Government Hospital Sakkargarh","Bhilwara","75.3203489","25.45763259999999"
"Government Hospital, Khedarasulpur","Kota","75.9532953","25.1470127"
"Government Hospital, Majhera","Rajsamand","73.633615","25.131728999999993"
"Government Hospital, Aama","Bhilwara","74.788859","25.2087656"
"Government Hospital Ummedabad","Jalor","72.4418215","25.380222799999995"
"Government Hospital, Bijoliyan","Bhilwara","75.3247821","25.155339199999993"
"Government Hospital Koselao","Pali","73.1275063","25.377558000000004"
"Government Hospital Samraniya","Baran","77.0095739","25.149456499999992"
"Government Hospital Sahara Rural","Bhilwara","74.2390433","25.182067199999995"
"Government Hospital Bhilwara","Bhilwara","74.1543175","25.409929899999998"
"Government Hospital, Gajpur","Rajsamand","73.7050652","25.1230009"
"Old Government Hospital, Gangapur","Bhilwara","74.260558","25.216770799999995"
"Government Hospital, Ayana","Kota","76.437114","25.444903000000004"
"Government Hospital, Barliyas","Bhilwara","74.8813908","25.2109934"
"Government Hospital, Charbhuja","Rajsamand","73.7060498","25.248384600000005"
"Government Hospital, Padrali","Jalor","72.9728227","25.378717400000003"
"Governmet Hospital Shivtalao","Pali","73.396348","25.167396"
"Governmet Hospital Surana","Jalor","72.1341277","25.242132599999998"
"Government Hospital, Keshoraipatan","Bundi","75.9381358","25.289494"
"Government Hospital, Godan","Jalor","72.7183462","25.373967899999997"
"Government Hospital, Peeplu","Tonk","75.714048","26.292424999999998"
"Government Hospital Sangana","Jalor","72.106378","25.32369"
"Government Hospital, Mokhnda","Bhilwara","74.082395","25.306476599999996"
"Rampura District Hospital, Kota","Kota","75.8413191","25.187241799999995"
"Government Hospital Rani","Pali","73.3140677","25.35051"
"Government Hospital, Chohatan","Barmer","71.07259300000001","25.484661999999997"
"ESI Hospital, Dhanmandi, Kota","Kota","75.853084","25.157327999999996"
"Government Hospital Vandhar","Jalor","72.175591","24.924285999999995"
"Government Hospital, Raniwara","Jalor","72.209059","24.754146"
"Government Hospital Bijapur","Chittaurgarh","73.253814","25.060643000000002"
"Govt Hospital,Jawali","Pali","73.3935244","25.473525"
"Governmet Hospital Sayra","Udaipur","73.418233","24.980388"
"Referral Hospital, Nimbahera","Chittaurgarh","74.681813","24.619019"
"Government Hospital, Motipura Chowki","Baran","77.0295176","24.617017799999992"
"District Hospital Chittorgarh","Chittaurgarh","74.61614","24.869685999999998"
"private clinic",NULL,"72.4453155","24.7311867"
"Government Hospital, Chhabra","Baran","76.843717","24.665982"
"Kamla Nehru Government Hospital","Rajsamand","73.9037302","25.0590199"
"Government Hospital,Khanpur","Jhalawar","76.389441","24.732162"
"Government Hospital, Railmagra","Rajsamand","74.112669","25.025758"
"Government Hospital, Mandwa","Udaipur","72.8482244","24.9243694"
"Luna Clinic","Sri Ganganagar","73.8604982","29.92720160000001"
"Government Hospital, Andore","Sirohi","72.870716","25.022239"
"Satellite Government Hospital","Udaipur","73.722645","24.55965099999999"
"Governmet Hospital Sewari","Pali","73.301702","25.094883"
"Government Hospital, Posaliya","Sirohi","72.98233","25.086554000000003"
"Government Hospital, Chechat","Kota","75.8849917","24.765844"
"Government Hospital Rashmi","Chittaurgarh","74.3590524","25.059877299999997"
"Government Hospital Veerwada","Sirohi","72.976746","24.844043999999997"
"Sri Sunder Singh Bhandari Government District Hospital, Chandpole","Udaipur","73.675068","24.585458"
"Government Hospital, Kheroda","Udaipur","74.0652433","24.5807385"
"Government Hospital, Anadra","Sirohi","72.657845","24.636471999999998"
"Government Hospital, Karwada","Jalor","72.077431","24.81992"
"Government Hospital Rohida","Sirohi","72.959235","24.615372999999998"
"Government Hospital, Padrada","Udaipur","73.404119","24.903132000000003"
"Government Hospital, Moikalan","Kota","76.413481","24.856002"
"Government Hospital, Gangarar","Chittaurgarh","74.6213036","25.058499399999995"
"Government Hospital, Ghasa","Udaipur","73.828875","24.777528"
"Maganmal Jethanand Pancholiya Govt Hospital","Udaipur","74.11084","24.604516"
"Government Hospital, Bakhasar","Barmer","71.1140681","24.765079"
"Urban Primary Health Centre, Dhanmandi","Udaipur","73.693161","24.580892"
"Government Hospital, Bhaisroardgarh","Chittaurgarh","75.552265","24.967974"
"Government Hospital Sata","Barmer","71.162603","24.81656900000001"
"Government Hospital, Bhatewar","Udaipur","74.0118653","24.6113051"
"Government Hospital Vellangari","Sirohi","72.726101","24.800951999999995"
"Government Hospital, Jakhri","Jalor","72.137049","24.670384999999996"
"Government Hospital Vada Bharvi","Jalor","72.033834","25.048147999999998"
"Governmet Hospital Sedwa","Barmer","71.156036","25.079641000000002"
"Government Hospital, Fatehnagar","Udaipur","74.09611","24.815308000000005"
"Government Hospital, Padawali Kalan","Udaipur","73.393263","24.626058"
"Government Yog & Naturopathy Hospital With Research Centre","Chittaurgarh","74.624523","24.888119999999994"
"Government Hospital, Pipli Acharyan","Rajsamand","73.993095","25.055602899999997"
"Government Hospital, Mothpur","Baran","76.6241631","24.7475539"
"Government Hospital, Machind","Rajsamand","73.603618","24.926866999999994"
"Government Hospital, Khamnore","Rajsamand","73.72512","24.925306999999997"
"Government Hospital, Nana","Pali","73.1319396","24.924511499999998"
"Government Hospital Sarolakala","Jhalawar","76.432811","24.604269999999996"
"Thareja Hospital","Sri Ganganagar","73.8720712","29.92189729999999"
"Government Hospital, Nimbahera","Kota","74.6897166","24.624758199999995"
"Goverdhan Government Hospital Nathdwara","Rajsamand","73.8186872","24.940027600000004"
"Government Hospital, Katawr","Baran","76.54256","24.786738999999997"
"Government Hospital, Nitoda","Sirohi","72.898401","24.689701999999997"
"Government Hospital, Bapawarkalan","Kota","76.434614","24.926570999999996"
"Government Hospital, Jasrapur","Jhunjhunun","75.7118858","28.026882699999998"
"Government Hospital Jakhal","Jhunjhunun","75.453671","27.909922999999996"
"Government Hospital, Bagheri Kalan","Alwar","76.6800001","27.893692600000005"
"Government Hospital, Palthana","Sikar","75.096034","27.742676"
"Mehara Jatuwas,Government Hospital","Jhunjhunun","75.926472","27.983203"
"Government Hospital, Pachlangi","Jhunjhunun","75.671165","27.721968999999994"
"Government Hospital, Kayamsar","Sikar","74.99517","28.100852999999997"
"Government Hospital, Bijwad Chouhan","Alwar","76.5016815","27.962851599999997"
"Government Hospital Tihawali","Sikar","75.08710500000001","28.071565999999997"
"Government Hospital, Majra","Alwar","76.3520458","28.035108999999995"
"Government Hospital, Ismailpur","Alwar","76.6942272","27.762184600000005"
"Government Hospital, Babai","Jhunjhunun","75.768139","27.889139000000004"
"Sub Health Centre & Hospital, Toliyasar","Bikaner","74.6848037","27.8673766"
"Government Hospital, Khirod","Jhunjhunun","75.3004238","27.749372399999995"
"Government Hospital, Nawalgarh","Jhunjhunun","75.262426","27.862362999999995"
"Government Ayurvedic Hospital, Chhawasari","Jhunjhunun","75.542165","27.972788000000005"
"Janana Hospital, Kotputli","Jaipur","76.20341","27.707255"
"Government Hospital, Bibirani","Alwar","76.714433","27.968526"
"Government Hospital, Kishangarhbas","Alwar","76.72717900000002","27.8174913"
"Government Hospital, Chandoli","Alwar","76.5805375","27.7007905"
"Govt. Hospital, Ratangarh","Churu","74.6230628","28.071272199999996"
"Governmet Hospital Shobhasar","Churu","74.71734","27.774387"
"Major Ram Singh Govt Hospital","Sikar","75.1768767","27.8849377"
"Government Hospital, Godu","Bikaner","72.269329","27.999176999999996"
"Government Hospital, Chanwra","Jhunjhunun","75.640278","27.880348999999995"
"Government Hospital, Gopalpura","Churu","74.3862467","27.74603769999999"
"Government Hospital, Ishroda","Alwar","76.81525","27.996713000000003"
"Government Hospital, Patoda","Sikar","74.930171","27.721208999999998"
"Government Hospital,Barsingsar","Bikaner","73.2067144","27.826015000000005"
"Government Hospital, Biraniya","Sikar","74.8344829","27.9455075"
"Government Hospital, Gothra","Jhunjhunun","75.3386217","27.804116799999996"
"Government Hospital, Goonta","Alwar","76.366753","27.748216200000005"
"Governmet Hospital Shimla","Jhunjhunun","75.9671163","28.0684063"
"Government Hospital, Banethi","Jaipur","76.096494","27.791586"
"Government Hospital Sarai Kalan","Alwar","76.5306336","27.926875599999995"
"Government Hospital, Parsrampur","Jhunjhunun","75.398571","27.797343999999992"
"Government Hospital, Badabar","Churu","74.573063","27.779524"
"Government Hospital, Behror","Alwar","76.27478","27.894043999999997"
"Government Hospital, Chhapoli","Jhunjhunun","75.549071","27.738692000000004"
"Government Hospital, Nosriya","Churu","74.5543829","28.1247664"
"Government Hospital, Luhara","Churu","74.228993","27.727498"
"Bhagwan Das Khetan Hospital, Jhunjhunu","Jhunjhunun","75.3951851","28.1166088"
"Government Hospital, Pahari","Bharatpur","77.081676","27.709569399999996"
"Government Hospital Tyonda","Jhunjhunun","75.8807453","27.972317999999998"
"Governmet Hospital Sri Dungargarh","Bikaner","74.006736","28.095251999999995"
"Govt Hospital,Kusumdesar","Churu","74.7203291","27.9649498"
"Government Hospital, Loyal","Jhunjhunun","75.646492","28.048747000000002"
"Governmet Hospital Sihod","Jhunjhunun","75.9113281","27.933728999999992"
"Government Hospital, Bsawa","Jhunjhunun","75.3319224","27.7788036"
"Government Hospital, Badnun","Bikaner","73.776425","27.924392000000005"
"District Hospital, Bikaner","Bikaner","73.302896","28.020515599999996"
"Government Hospital, Barwasi","Jhunjhunun","75.3442608","27.890827000000005"
"Government Hospital, Kudan","Sikar","75.1574661","27.749374899999996"
"Government Hospital Todpura","Jhunjhunun","75.404572","27.742933000000004"
"Government Hospital, Kesar Desar Jatan","Bikaner","73.489944","27.856203999999998"
"Government Hospital Salasar","Churu","74.720437","27.72442149999999"
"Government Hospital, Padampura","Jhunjhunun","75.610847","28.091825999999998"
"Government Hospital, Beswa","Sikar","75.12774","27.967564"
"Govternment Hospital, Hindon","Karauli","77.0336478","26.740032099999997"
"Government Hospital, Liwali","Sawai Madhopur","76.4929444","26.5666951"
"Government Hospital, Basni Seja","Nagaur","73.8181131","26.6123966"
"Govt Hospital,Jhabra","Jaisalmer","72.0718319","26.6061142"
"Government Hospital, Kudi","Jodhpur","73.4588431","26.5764608"
"Dr. Surendra Joshi",NULL,"74.6467316","26.480006299999996"
"Government Hospital, Padukalaan","Nagaur","74.2693251","26.6194488"
"Government Hospital, Bhadsiya","Nagaur","74.665185","26.675538"
"Government Hospital, Chilachond","Dhaulpur","77.4948809","26.607836400000004"
"Government Hospital, Chhareda","Dausa","76.3941747","26.74252759999999"
"Government Hospital Tiwari","Jodhpur","72.8845201","26.552075799999997"
"Governmet Hospital Sherpur","Karauli","77.121247","26.75568500000001"
"Government Hospital, Karsoli","Karauli","77.0829116","26.716834299999995"
"Government Hospital, Panchalakhurd","Jodhpur","72.6951005","26.6089572"
"Govt. Hospital, Baragaon","Dhaulpur","77.2887288","26.527647299999998"
"Government Hospital, Mahswa","Karauli","76.8207423","26.745108199999997"
"General Hospital, Bari","Dhaulpur","77.6133962","26.648945299999998"
"Government Hospital, Chaksu","Jaipur","75.9452604","26.604700199999996"
"Government Hospital, Artiya Kalan","Jodhpur","73.4155097","26.544015900000005"
"Government Hospital, Dholpur","Dhaulpur","77.9002904","26.690466599999997"
"Government Hospital For Women And Child, Gahlod","Tonk","75.7817173","26.176872399999997"
"Government Hospital, Jaitaran","Pali","73.934216","26.205928999999994"
"Government Hospital, Bagri","Tonk","75.781647","26.304797999999998"
"Governmet Hospital Sawau Padamsingh","Barmer","71.827974","26.193488999999996"
"Government Hospital Nasirabad","Ajmer","74.7351239","26.3015717"
"Government Hospital, Ganganni","Jodhpur","73.212725","26.494573"
"Government Hospital, Khirni","Sawai Madhopur","76.323987","26.256056"
"Govt. Hospital, Balsamand","Jodhpur","73.0338302","26.334968300000003"
"Government Hospital, Falka","Pali","73.928753","26.400073999999993"
"Government Hospital, Kucheel","Ajmer","74.7784231","26.653858799999995"
"Government Hospital Rajola Kalan","Pali","73.369485","26.104911"
"Government Hospital Ratanada","Jodhpur","73.031742","26.274907999999993"
"Sir Jitendra Government Hospital","Ajmer","74.6398028","26.449917499999998"
"District Sahadat Hospital Tonk","Tonk","75.785415","26.177077999999998"
"Government Hospital, Karnos","Ajmer","74.287989","26.289820999999996"
"Shri Swami Prabhutanand Rajkiya Chikitshalaya Pratapnagar","Jodhpur","72.996533","26.28601"
"Government Civil General Hospital, Gangapur City","Sawai Madhopur","76.722826","26.471796"
"Governmet Hospital Shiwar","Sawai Madhopur","76.036885","26.192535999999997"
"Government Hospital, Khwaspura","Jodhpur","73.742343","26.515428"
"Governmet Hospital Sesha","Sawai Madhopur","76.414669","26.253837999999995"
"Government Hospital, Narolidang","Karauli","76.644093","26.329789999999996"
"Railway Hospital, Jodhpur","Jodhpur","73.02122","26.274462"
"Government Hospital, Bar","Pali","74.099893","26.082390999999998"
"Government Hospital, Malarna Dungar","Sawai Madhopur","76.4696338","26.285686699999992"
"Government Hospital, Gaddi Maliyan","Ajmer","74.6438516","26.422015099999996"
"Government Hospital, Isharda","Sawai Madhopur","76.025609","26.156931"
"Government Hospital, Nasopur","Alwar","76.7968945","28.082081099999996"
"Seth Raghunath Das Parihar T B Hospital Jodhpur","Jodhpur","73.016964","26.283843"
"Mother & Child Health Centre, Karauli","Karauli","77.049903","26.457016999999993"
"Government Hospital, Balla","Jodhpur","73.539948","26.183059999999998"
"Government Satellite Hospital, Digari Kalan","Jodhpur","73.0837877","26.295443699999996"
"Governmet Hospital Shiv","Nagaur","71.244634","26.181212999999996"
"ESI Hospital","Jodhpur","72.987756","26.280548999999997"
"Government Hospital, Kundera","Sawai Madhopur","76.4709573","26.133193"
"Sankramak Hospital","Jodhpur","72.985191","26.271385999999996"
"Government Hostpital, Malpura","Tonk","75.38963400000002","26.294967"
"Government Hospital, Mandali","Barmer","72.514204","26.168241999999996"
"Satellite Hospital Adarsh Nagar","Ajmer","74.655256","26.418546999999997"
"Government Ayurvedic Hospital, Asarlai","Pali","74.0383245","26.211096"
"Karanpur Government Hospital","Karauli","76.9668081","26.1819553"
"Government Hospital, Kothun","Jaipur","75.9454725","26.513124799999996"
"Government Hospital, Mandolai","Tonk","75.330331","26.179483"
"General Hospital Karauli","Karauli","77.025661","26.500707000000002"
"Government Hospital, Bisalpur","Jodhpur","73.3099222","26.2306156"
"Government Hospital Fatehgarh","Jaisalmer","71.198745","26.494099999999992"
"Government Hospital, Khinyala","Nagaur","74.21138480000002","27.296911399999992"
"Government Hospital, Banetha","Tonk","75.989708","26.074318"
"Government Hospital Salawas","Jodhpur","72.9905927","26.127760699999993"
"Government Hospital, Batoda","Sawai Madhopur","76.518403","26.360516"
"Government Hospital, Maholi","Karauli","76.91101","26.422848999999996"
"Government Hospital, Khirjakhas","Jodhpur","72.377944","26.417738099999998"
"Government Hospital Ras","Pali","74.193176","26.305947000000003"
"Government Hospital Salwakalan","Jodhpur","73.275582","26.451856999999993"
"satellite hospital","Jodhpur","73.0296209","26.3003581"
"Government Hospital, Navatala","Barmer","72.1763995","26.2261334"
NULL,"Ajmer","74.8778749","26.282210099999997"
"Government Hospital Tihari","Ajmer","74.900431","26.395750999999994"
"Satellite Hospital Housing Board","Jodhpur","72.9732271","26.265582899999995"
"Government Hospital, Sapotara","Karauli","76.749397","26.294000999999998"
"Government Hospital, Kosana","Jodhpur","73.6298059","26.450093399999997"
"Government Hospital, Kherarudha","Kota","76.308433","27.673006"
"Government Hospital, Mahroli","Sikar","75.6083817","27.3768408"
"keshav eye hospital",NULL,"76.3390775","26.547720800000004"
"Kaman Government Hospital","Bharatpur","77.2782789","27.6412306"
"Goverment Hospital, Fatehpura","Sikar","74.8590072","27.519272099999995"
"Government Hospital, Baldu","Nagaur","74.4107379","27.4830766"
"Governmet Hospital Shrimadhopur","Sikar","75.598245","27.464694599999994"
"Government Hospital Sargoth","Sikar","75.6063915","27.3241815"
"Government Hospital, Khoor","Sikar","75.0587033","27.414223"
"Government Hospital, Mubarikpur","Alwar","76.853419","27.693388500000005"
"Miltary Hospital","Alwar","76.6012263","27.555351899999998"
"Government Hospital Ratau","Nagaur","74.3429633","27.411360500000004"
"Government Hospital, Khijuriwas","Alwar","76.8261132","28.181815499999995"
"Sanwalpura Tanwran","Sikar","75.8958509","27.5517958"
"Government Hospital, Bhagoth","Sikar","75.7136936","27.660256999999998"
